"","id","question","desired_answer","student_answer","score_me","score_other","score_avg","feature","len_ratio"
"1805",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","A function signature is the return type of a function, its name, and the number and type of its parameters.",5,5,5,3.06983167632354,1.5
"1806",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","function prototype that contains functions and data members.",1,5,3,0.957435695680414,1
"1807",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","A function signature is a declaration of the function that includes the parameter types and the number of parameters.",5,5,5,2.71890335125354,1.5
"1808",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","the declaration of the function.",2,3,2.5,1.21186528808573,0.333333333333333
"1809",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","Includes the name, accepted parameters, and return type.",5,5,5,3.13640685986388,1
"1810",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","its return type and its input parameters",5,5,5,2.27495492502586,0.666666666666667
"1811",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","Contains the function name and its paramaters.  The return type is not included",5,5,5,2.77350287762924,1.16666666666667
"1812",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","Return type, function name, and the parameter types",5,5,5,3.33648257189672,1
"1813",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","The function signature tells what the function parameters and includes all the function calls",2.5,5,3.75,2.24810034070623,1.33333333333333
"1814",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","The function's name, as well as what it returns and what it accepts.",5,5,5,2.00698413541338,0.833333333333333
"1815",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","the body of the function that holds all the actual code",1,2.5,1.75,0.812822321183453,0.833333333333333
"1816",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","A function signature is the return type and accepted pass value type it takes",3,4,3.5,1.87946276649927,1.5
"1817",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","A function signature specifies the name and input variables of a function.",5,5,5,1.68718442475701,1.16666666666667
"1818",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","A function signature is the function's parameters and their type and the name of the function.  The return type is not a part of the function signature.",5,5,5,2.95296818076783,2
"1819",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","the name of the function and what it accepts/ returns",5,5,5,2.30518643703111,0.666666666666667
"1820",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","the unique identifier of a function, which includes input variables along with the function name, but excludes the output type.",5,4,4.5,2.0823904011876,2
"1821",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","The order, number, and type of data items included inside the function parameters.",4.5,5,4.75,2.22620464806189,1.5
"1822",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","its the scope, type, and parameters of that function that give it it's properties and defines it against other functions.",5,5,5,1.82070571538604,1.33333333333333
"1823",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","is the name of the fuction, return type, and parameters that are being used",5,5,5,2.43018017332801,1
"1824",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","a function signature should include the name of the function, parameters, and a body.",2.5,5,3.75,2.81285588097888,1.16666666666667
